Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Hong Kong SAR, China",HKG,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,1.968809161,1.535535709,1.618426751,1.384024037,1.411641472,1.318076148,1.227938431,1.173109141,1.465044795,0.804021364,0.829050129,0.961406495,1.30178941,0.709321322,0.608602502,0.721037629,0.712334656,0.957239649,1.482808459,1.033818126,0.827322704,1.586565662,1.189347477,1.046163662,0.677426587,0.828408214,0.964266055,1.076715255,1.023147328,1.011447549,1.101764475,1.095945726,1.17610005,1.406492646,1.482179889,1.417579391,1.454301022,1.84509432,1.903936553,1.611949956,1.674871737,2.162269582,2.728017314,2.852891851,3.611703994,5.245730359,7.800299682,6.346380041,9.450495067,13.59368882,13.26869571,11.12172189,14.33918603,10.81836495,11.88145377,1.40130889,1.218125394,
Honduras,HND,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,7.736161743,6.100517331,6.069159109,4.718712024,5.131545049,6.731623759,5.703494599,5.793569621,5.418455025,5.911786588,8.936006823,10.60003888,11.06851822,8.365096885,6.360950455,5.200073739,6.24379808,6.48397496,5.283186846,3.957753844,6.459859428,5.47826847,4.481629746,1.412335556,0.768254902,4.510982729,7.066461852,4.164744788,1.551333961,2.736939214,1.097107623,1.05535902,0.467938662,3.506040125,7.785639755,4.594846265,6.327485353,9.688006842,5.070970453,5.999480607,6.124722968,6.552117596,7.742418797,7.371814379,7.538345438,,4.134565898,6.365793571,4.435981942,3.484233954,,4.044911449,1.681073267,1.316739411,2.648368036,,
Heavily indebted poor countries (HIPC),HPC,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,13.49288847,14.30036791,18.25815438,21.10138069,20.39891361,13.24804463,,24.13695261,20.47782686,23.26132122,22.2845349,21.51696893,21.40590272,20.42893115,24.1833337,20.64684534,18.60967323,,,,,,,,,,,,,,,,15.74060612,16.22747638,15.29389712,13.86672779,12.5089987,15.12456066,16.03307726,15.77915554,13.25084967,15.7290771,15.36933823,15.90089472,18.26002612,16.66929192,12.7644833,16.40534092,14.80365879,14.57314708,17.35196234,18.67012489,,,15.59186523,,
Croatia,HRV,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.807407336,1.610102301,1.951865843,2.338312735,2.176285073,2.568855165,2.184790522,2.225492631,3.0179409,2.662848182,2.594913949,2.272397472,3.403527104,3.775983074,4.382894124,4.589599382,4.292674077,3.62988741,4.511599714,5.194641234,5.293983586,4.47946743,3.732646312,2.835670723,2.807487524,3.815786733,3.886300295,
Haiti,HTI,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,16.90534356,16.41354186,16.70658702,12.94936118,9.749184079,12.95460539,15.61717898,12.17459279,10.93281103,12.19148875,,0.14372278,,,,,,,0.012785455,0.104103754,0.11696528,0.091548847,0.020642274,0.011362349,,0.088120935,0.096599372,0.111355362,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,1.867527294,1.849577682,7.299231169,1.869546914,2.565223813,2.489941966,2.480445464,2.151087248,1.947748127,2.118036394,2.022667075,1.808072868,3.852764569,4.121144614,4.007200922,4.051295322,4.177687637,3.589927504,2.831788608,3.032729554,3.352111424,2.714789942,3.038291428,3.107571051,3.839938753,4.904390857,5.937974106,,3.024820899,3.345418153,3.562156356,4.715618588,3.664083825,2.849795903,2.288754155,1.885999477,2.110992209,1.905100084,1.783003691,1.734124652,1.899044702,1.78847317,1.9335061,1.697713429,1.559254972,1.169734047,1.590479586,1.886627278,1.800910123,1.674794007,1.471067916,,1.164421344,1.338035374,1.45316737,
IBRD only,IBD,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,5.29639999,5.226198447,4.750010581,5.499905565,6.671721241,5.932659479,5.461461697,4.955460837,4.767160148,4.186333871,4.17422985,4.889796284,5.021717282,5.011955755,5.379268299,5.130271835,4.463101742,4.504890197,4.1574918,4.226028755,4.922960939,5.205193929,6.00184242,6.133505582,5.45208486,5.100786325,5.710973721,5.694400701,5.295046871,5.130338691,4.896737765,4.973559299,4.873165363,5.331575266,,
IDA & IBRD total,IBT,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,5.14630183,5.077359902,4.651349616,5.418014624,6.684540179,5.982396644,5.501696375,4.900804364,4.802936263,4.307732892,4.133139505,5.008172387,5.052357425,5.037084795,5.396563067,5.119330383,4.57634504,4.609157723,4.263817316,4.308415998,5.085238245,5.342250814,5.996779558,6.185008984,5.491996198,5.071184749,5.759498494,5.777107751,5.395012723,5.226708464,5.043037288,5.15224784,4.859051537,5.396987158,,
IDA total,IDA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,10.26313517,7.766963455,10.00686101,,9.755383824,8.937064096,8.416218237,7.012540975,6.361052503,5.309976173,,,,,,,,,,,,,,,,,5.630703098,5.530166735,5.740938522,4.884578649,6.666798825,6.550178476,6.305305028,5.845679351,,,5.898295634,7.150622915,6.231083009,4.520163046,6.638472391,7.330911826,7.323224085,7.168494898,8.271329663,,,,,
IDA blend,IDB,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,1.799864533,4.857988633,5.696767862,5.476486774,5.407112279,5.123146244,5.618366827,4.156700065,3.445322314,2.11329424,2.637686682,3.858811793,3.8219413,3.462971577,3.219416577,0.911645918,0.450444415,0.450513749,,2.848901107,,2.625688759,2.44024376,2.470550961,2.749333368,3.202748592,,,,3.203767026,,,,,2.041358778,2.022938817,3.443126262,1.541250916,3.842278899,3.246592942,3.400741536,3.572960768,,,2.182027767,2.820842558,1.482776901,1.130430423,2.055781026,4.176418137,4.323569716,2.900652559,2.747020589,,2.734684808,2.81845801,3.055085824,
Indonesia,IDN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,5.62025991,,,,,8.199679393,5.961562031,5.545059853,11.41994689,4.866171638,4.953385851,4.343270033,4.322873494,3.523733372,3.410890587,3.455036457,3.448685151,3.732657919,3.920866492,3.612627208,3.068072769,3.503177921,3.571016569,4.252293942,4.557570565,4.436859613,6.415546174,6.511747383,4.380481153,4.216871703,4.246576169,3.542808264,4.162464481,5.981762482,5.700539104,4.756554094,4.412370896,4.701151888,4.929874546,5.487874211,5.26411047,5.727491116,6.434500542,8.467330306,9.968306287,10.71865286,7.963388743,9.169703132,9.866412067,7.847010578,6.342807783,7.102425583,4.776749763,5.525829727,5.724281822,5.821544255,6.686897094,
IDA only,IDX,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.585927326,9.279041953,8.195295423,,9.579088853,10.01261121,9.554354056,8.179082093,9.61240575,9.909362297,9.774705616,12.30559108,11.47704874,8.130508656,11.07879957,10.7179602,10.89311859,,,,,,,
Isle of Man,IMN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,6.763693042,7.902005457,8.726658654,8.93538747,10.19462393,9.957806738,10.75090073,10.91784181,11.92384052,9.916199613,8.88709066,7.270339397,8.653007215,12.3389538,10.93416534,8.065779716,7.789900868,6.603382416,7.499693942,5.56209645,5.610430684,5.383246799,5.533747782,7.56691447,5.921077556,5.11446613,5.495269735,5.584773723,5.159240366,5.323153529,4.266685772,3.701393118,3.479834777,3.286792981,3.27719888,2.902195683,2.365812778,2.461788416,2.719909317,2.958014499,3.886547631,3.610393281,5.462703591,7.240327681,7.65739383,7.568912847,6.227185379,6.227487716,6.994186399,3.829308595,3.337464834,2.975866197,3.031498004,3.28602386,3.069276012,3.863598156,3.299525492,
Not classified,INX,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,0.927559215,1.534335729,1.803627559,3.756078891,3.322006854,4.475609858,6.638282997,6.117242278,4.002436787,4.013663157,4.275177163,4.429885547,2.950097761,2.25845406,2.301089921,2.306852015,2.975686495,2.684903793,1.993989667,2.208920461,2.264377838,2.4175628,2.027488416,1.665265254,1.454417578,1.579913841,1.34462346,1.192478664,1.030003766,0.927593524,0.964339723,0.701246118,0.628012371,0.574780824,0.599216633,0.393041544,0.428324533,0.360551588,0.309642936,0.25979093,0.392700997,0.510175106,0.545514328,0.894869104,0.907120691,0.666650399,0.625338255,0.785264706,0.942281477,0.854337255,0.807435256,0.815980353,0.586678975,0.479512267,0.557948375,0.514779674,
"Iran, Islamic Rep.",IRN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,0.590484055,0.736075803,0.784798065,0.855173282,0.48337288,0.509224756,0.645347245,1.1983767,1.13930636,0.892383966,0.723294544,0.259878663,0.241201731,0.070106508,0.092539938,,,,,,,,,,,,,,,,,,,,0.599397478,0.574887393,0.874437211,0.770633815,1.034325502,0.84235297,1.083417968,1.023142852,1.15955005,2.416492131,,,,3.114465292,2.197751943,,3.385226714,2.881252991,,3.163128835,3.212691947,,
Iraq,IRQ,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,0.000431511,,,,,,,,,1.004919575,1.890746507,2.789455876,2.121834959,1.542065575,,,,,,,,,,,,,,,,,,,,,,,,0.005934027,0.008820426,0.01485998,,0.02271333,,0.007342039,,,0.048157815,6.19268E-05,0.003384618,0.004312732,0.000390007,,,,,,
Iceland,ISL,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.119949064,0.095836077,0.129576181,0.102082863,0.135282834,0.215934501,0.557896501,6.56698675,14.58126762,8.069118427,17.57415492,18.21086267,15.80186223,12.02676857,18.00345102,15.56850227,14.26851165,14.24660474,12.88305307,10.39357844,11.00480788,18.51517582,15.63246046,10.99284897,10.033621,10.46070464,11.6113354,13.55027057,11.05737682,9.444351226,9.820365952,9.473701023,10.79266565,12.03633267,10.64199638,12.65107491,14.39381036,16.38014855,19.2973026,20.66351943,19.38284024,19.29808178,18.69153335,19.04812044,24.09407125,27.05015311,39.8608463,35.11655656,41.99828996,40.31102545,37.70951027,37.9516063,39.01931197,40.22809635,36.36654165,41.55138527,41.00040068,
Israel,ISR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,2.463966382,3.993356369,3.533844173,4.019464031,4.799112117,3.571687808,3.732820745,4.095497108,3.553381911,2.313543611,1.923469665,1.908648678,3.28597076,2.277975282,1.725414389,1.64472892,1.383863549,1.631490664,2.153420403,2.163521714,2.272992211,2.951257904,2.593332505,2.635505014,2.310614111,1.8918707,1.730367928,1.896635917,1.609866731,1.570465157,1.365068231,1.183904584,1.253161833,1.405718027,1.239237108,1.21197726,1.387521915,1.341813805,1.251105717,1.321757934,1.28308057,1.299011209,1.305665819,1.115571259,1.2855013,1.210875994,1.390954918,1.176154364,1.476389907,1.523222004,1.498110349,1.199461772,1.198814628,0.97646367,0.965587948,1.088688303,1.138281516,
Italy,ITA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,1.550927775,1.445417574,2.142081927,2.319780102,1.861196402,1.506598621,1.83742614,1.670974494,1.665355775,1.40348726,1.25931285,1.346619238,1.577534379,1.240265675,1.319742382,1.307307574,1.440782041,1.380771947,1.579129681,1.436847653,1.313528758,1.480447497,1.475345161,1.419320408,1.273486968,1.245203623,1.478584291,1.573861222,1.371334283,1.286641301,1.214110256,1.195333845,1.306728763,1.409211877,1.281398101,1.290903835,1.288646263,1.271534064,1.380554697,1.32429788,1.30374777,1.275512763,1.42071971,1.475206629,2.039331952,2.116012999,1.958211235,1.761164959,2.198995295,2.336148238,2.123781915,2.028677613,2.040070678,1.96292478,1.933985975,2.039896399,2.04532018,
Jamaica,JAM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,49.18098461,42.4272815,,,,,,,,,25.12553319,23.62066313,21.09399193,15.61555776,21.03684513,21.5817836,20.45000105,26.63449953,21.43860767,18.01065799,18.54179947,16.42948888,24.85561791,15.0421865,16.36626616,16.63595791,13.44217557,12.55208121,9.756617264,10.99144808,9.067218966,8.462718219,6.607437006,5.674244348,6.149082431,6.209028552,6.857803831,5.012528804,4.069611652,8.312390396,10.14967497,8.267627802,7.92487654,7.903259407,11.09091845,13.2079601,5.964337806,8.068388293,12.03482986,11.22692766,8.445955397,10.06755342,11.5930682,11.73073449,9.71948418,9.045856704,,
Jordan,JOR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,35.00860203,33.2605605,33.08872663,32.37576671,35.54768135,30.67633585,24.32180536,25.72814474,28.21079016,29.99253148,49.9969572,49.86306301,40.04700331,31.2669006,31.96613757,32.72122201,40.48710123,33.21405566,31.92109108,32.59691636,32.95912746,38.36396245,43.1197772,36.49417805,44.77071343,41.95517565,38.16550085,37.86032273,33.92847768,27.4417982,25.4120598,24.3164451,,27.507088,27.46483069,25.56629002,23.42791847,18.93669253,16.73601772,16.13166448,14.22940535,76.91256779,12.79398988,7.198877401,10.52894595,9.30055409,8.52626804,12.05261533,11.34165386,7.34697556,8.184959976,9.015607108,8.834988842,8.176940163,,
Japan,JPN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.796393048,0.87291861,0.92929158,1.591896433,1.310961582,1.084006303,1.350722794,1.282711973,1.379958149,0.994621796,1.022137979,0.968951822,2.202284227,1.084955863,1.080396591,1.167646862,1.187557959,1.257190033,1.613789823,1.070338191,1.028321582,1.174214533,0.980653057,0.925776788,0.853708869,0.868590389,0.918332993,0.948921575,0.940754858,0.842267452,0.882083471,0.873744396,0.908609329,1.087446529,1.125656379,1.196130966,1.281622231,1.267594432,1.282576677,1.426127153,1.375074895,1.3982525,1.624259382,1.825816418,2.338001544,2.543432025,2.558930297,2.767856101,2.683685766,2.699795966,2.856576317,2.897362265,2.758820349,2.546685561,2.387041064,2.375598974,2.450344461,
Kazakhstan,KAZ,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13698439,19.71696832,23.18983105,26.65452342,21.45354604,2.206799251,18.44269877,16.17385209,12.89062327,14.03141389,12.84173529,14.61912121,14.16449962,11.64488172,11.20634664,11.3559744,12.92027091,13.0069589,9.942530436,8.644618706,12.05713575,14.77290054,15.18542325,11.51918866,
Kenya,KEN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,1.05149932,0.700331052,0.856728598,0.76109788,2.477027566,4.011628167,2.396928404,2.13004947,2.063852478,2.445061723,2.050675041,2.597217009,3.439488861,,2.904691057,3.372245843,2.404028412,2.91236787,2.60732428,2.800426771,2.751489296,2.825325016,2.649020744,2.909907718,3.174179279,3.532488014,2.189924922,2.971528657,5.522656398,1.939244829,2.464291091,2.864512221,3.227061064,1.99549955,2.03049483,,,2.243393434,,,,5.378322587,6.009379562,
Kyrgyz Republic,KGZ,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.57975099,6.200822359,,5.57852181,5.833004819,11.19335232,6.018448385,6.234313761,5.626429344,7.311468128,4.015985322,5.522392888,4.74840531,4.090541409,2.957389085,4.231258885,6.831122393,9.954541926,5.345932105,6.938490139,5.868210737,13.09352996,20.55616539,21.99809055,
Cambodia,KHM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.030095522,0.008349876,0.015577031,0.013893746,0.000444124,8.54961E-05,0.061353074,0.037421151,0.057087626,0.516616004,2.854863863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005416926,0.001793162,0.000598093,0.020202111,0.007299535,0.014995888,0.027788724,0.121860028,2.794319868,0.772554537,0.130283281,0.08036945,0.158188953,0.24245729,0.260907834,0.124925687,0.129800916,,,
Kiribati,KIR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,89.15985512,79.42098187,96.43125232,94.53118438,86.43347564,88.34271839,84.64858628,,,,,,,,2.0153512,0,0,0,0,0,0,0,0.114644587,,0.002654609,0.15179119,0.046059186,,,,,,1.609199262,,0.661359491,1.122251569,0.037286018,,,0.320316341,,0.974954245,0.510515392,0.755022912,,,
St. Kitts and Nevis,KNA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,0.001325866,0.00035966,0,,,0,7.90964E-05,,,,,,0.028070637,0.009469592,0.104219378,0.000239059,0.000154583,,0,0.01958506,0.003970037,0.042530058,0.009316447,0.021146346,0.002532072,0.011741024,0.079421251,1.422105618,5.49698E-05,0.125152371,0.0966496,0.663710321,0.256453331,0.046704241,,0,0.002183957,,
"Korea, Rep.",KOR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,24.40670162,15.92806175,17.31684886,14.2858468,11.30341145,9.089153205,7.369213254,6.262444021,5.666883605,3.458039074,2.372680276,1.54131361,1.66347828,1.300527226,1.077495683,1.108089771,0.958418995,0.946024278,1.130680097,0.947586432,0.970039272,1.04639747,0.7371886,0.683968327,0.659321459,0.735037309,0.865724356,1.063894375,0.838816595,0.712460967,0.836934885,0.770674875,0.966933452,1.036716223,0.947551278,1.423291934,1.769194184,1.391125652,1.255871852,1.274260626,1.354476273,1.477695166,1.682860184,1.708445182,2.499633906,2.501399798,2.233271669,1.935000158,2.091242432,2.301796826,2.144362188,2.025343774,2.043378162,2.043538074,2.096642735,2.026518404,2.133466995,
Kuwait,KWT,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,0.118736145,0.045697663,0.040763546,0.103623025,0.079421883,0.068219972,0.072994754,0.062909202,0.09582976,0.158837147,0.15669551,0.182658497,0.229652268,0.264903257,0.229033749,,2.048402107,2.537932567,2.032678505,1.825366306,0.155721537,0.268447622,0.257573247,0.32083326,0.346618328,0.288469711,0.222622181,0.240793252,0.345041046,0.284165848,0.100087774,0.107489937,0.146239802,0.167340296,0.116351416,,0.185916868,0.204705935,0.13316228,0.222934079,0.236544662,0.17817512,,0.155191845,0.155506867,0.253955652,0.182630849,0.172675372,0.166106986,
Latin America & Caribbean (excluding high income),LAC,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,14.28339225,16.54381449,12.86626454,12.71142378,12.41531449,12.64883365,13.94207271,12.64912303,12.32383252,11.46927902,9.679576672,11.29692431,12.56857477,12.04868934,11.08383617,9.824201809,8.780996541,8.049408851,8.149007656,6.540661777,7.034843195,7.15236863,6.564347873,7.085628933,7.49517478,7.909852019,9.359779546,9.231523105,9.19222453,8.864659522,7.549033041,6.687591179,6.319958898,6.908521246,6.163792901,5.910913213,6.416395126,6.110122912,6.163723585,5.364123231,5.6074481,5.484218322,6.214196702,6.460641309,7.270688465,8.134374607,7.49239033,7.189145631,9.215981943,9.888388862,8.605566003,8.44142053,8.373566461,7.327098804,7.613591443,8.181003052,7.872304839,
Lao PDR,LAO,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,58.18702507,65.61434031,78.00437163,61.87898417,62.90366947,46.98936252,63.09240303,53.80211672,36.07149877,52.31582492,60.34112117,31.08702548,11.85057264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.92044083,66.89165948,66.39002507,62.04471402,49.5415109,42.52692558,38.55751392,,,
Lebanon,LBN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,2.645038177,3.590970088,3.075012014,3.631058162,3.000468046,2.580946961,2.752117809,,,,4.760480036,,,,,,,,,,,,,,,,,,,,8.269734717,8.029083306,9.46051898,7.403622453,5.585402265,6.482038219,9.666032415,11.63380292,12.10047454,13.30218872,15.76216687,12.21107911,7.592289577,10.70147066,13.65426869,12.07040854,12.62243179,9.338892229,8.294101531,8.037393323,3.262086749,11.57246505,
Liberia,LBR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,61.02155144,,,,75.93802253,,,73.64232196,74.98542272,77.56478874,76.08596034,73.14653214,79.35208912,75.61159235,65.97379495,62.74107684,61.51447631,57.59783958,66.73274058,71.19834712,67.4786751,64.76152993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.204013139,0.080752499,0.034067608,0.076055485,0.097561405,0.038190311,0.036835265,0.053570278,0.051104588,0.004231758,0.018663701,0.023423745,0.003751615,0.000481903,,,,,,,,,0.000536873,,0.000720631,0.001239782,,,,,,,,,,0.025589111,0.021996789,,,,,,,,,0.007190807,0.007171854,0.000157557,0.000391595,,,,,,,,,
St. Lucia,LCA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,0.002135343,0.0007165,0.000802398,0.001086088,3.39963E-05,0.001639797,0.000679967,0.000314169,0.000321201,7.6932E-05,0.005130926,,0.000368736,0.000101271,0.001299463,0.00019979,0.000151178,0.009101291,0.000115981,0.083736532,0.005518014,0.003862677,0.019085307,1.81409E-05,0.000284245,0.046019541,0.000111605,0.000154986,0.009383185,0.204530863,0.787650852,1.942239442,1.116314361,1.198458075,3.160427079,5.306786571,1.088849361,2.190404874,2.785017022,4.962532551,4.188770735,9.62212825,5.63058113,1.580119112,2.915617924,,
Latin America & Caribbean,LCN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,20.37086602,22.36101273,19.03969114,18.88181014,18.5367332,18.86387438,19.74510161,18.56524792,18.11082502,16.86035336,15.40784412,17.35005955,18.0769357,16.45244422,15.55543907,13.89829939,12.79710385,12.66055535,12.47717893,11.06285933,11.20656423,11.50496327,10.57080231,11.07873819,10.96612382,11.27603732,12.88822356,12.88770777,12.5796221,11.84278252,10.47100711,9.41915591,9.1123237,10.02289919,9.206167991,9.138215404,9.186041934,8.923168529,9.142676946,8.084886591,8.292015785,8.22503928,9.836988957,10.316342,11.55221465,12.88752166,11.3272491,11.23358591,13.48937114,13.75476448,12.48811208,12.16337036,12.16690267,11.08839265,11.29644747,12.26648524,12.0427259,
Least developed countries: UN classification,LDC,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,19.54359659,,18.06369237,,,,,,10.68716302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66759545,,7.61984061,9.899381251,9.343383256,9.236928301,10.38723416,13.17250056,10.15907231,,,,
Low income,LIC,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.321843582,0.326650629,0.4149466,0.376451138,0.476731887,0.543300826,0.564739962,0.674696346,0.696535962,0.760245176,1.45771785,,3.928033755,5.278799724,6.273799413,4.955080037,4.788027087,0.928663018,0.847629043,0.82083918,0.860280856,0.806777948,0.903959641,1.056314554,1.640619844,1.145875388,1.37117071,1.41230261,1.577564101,0.695931621,0.780063899,0.755131889,0.645840098,,,,,0.228913905,0.27743053,0.300122812,1.867941525,2.860621785,3.121236523,3.616889702,1.82417855,2.101949971,1.654934998,1.412676797,0.875432629,0.611718004,0.759373983,0.623573902,0.556837535,0.53724312,0.615674449,0.77603334,,
Lower middle income,LMC,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,7.575356672,,,,,10.96593592,9.954121356,10.08892742,12.46693163,9.802774258,9.321448135,8.461664136,9.339909476,10.33024291,9.424503596,8.123200464,7.298151796,7.080342518,7.547135126,6.267610664,,5.47150307,5.260408372,6.273812707,5.593148706,5.425453207,,,,5.078860318,,,,,5.07476618,4.531108174,4.251913258,4.077626912,4.697258195,4.537561337,4.542993683,4.354939685,5.646638894,6.519025358,6.37394411,6.62745969,6.018602376,5.585069073,6.419660449,5.537182126,5.058012167,4.925713107,4.729177142,5.619560344,4.129830544,5.263549115,5.785351671,
Low & middle income,LMY,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,4.025517681,4.043208836,3.734585745,4.4064187,5.547136771,4.857868206,4.365482903,3.855543604,3.740801563,3.396283428,3.234829427,4.134663327,4.38861245,4.377377639,4.883495219,4.596167352,4.002455215,4.124513982,3.765375774,3.815841718,4.441849794,4.655586605,5.179679188,5.349416626,4.767040455,4.307853822,4.929325806,4.984267639,4.592598381,4.496017861,4.324050607,4.447426238,4.211966845,4.678096657,,
Lesotho,LSO,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007020061,0.05220529,0.064465213,0.096740042,0.04725783,,,,2.465033638,0.108963526,0.443440094,0.219047417,0.384333583,3.950789584,46.17765429,30.79065913,,0.37785558,,
Late-demographic dividend,LTE,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,4.905580107,,3.92229821,4.988833133,,7.766034907,4.486355914,9.192547993,8.350543823,7.139782807,3.603595527,4.271331507,4.669169315,5.060725172,5.379971834,4.751372159,4.162394789,4.011570317,3.8112599,3.643674286,4.253355161,4.096718944,4.956458246,4.669659133,4.073922916,3.932470837,4.590900458,4.693948995,4.384655868,4.113616431,3.962157145,4.065761779,3.914623119,4.402931477,,
Lithuania,LTU,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85447731,,2.459664761,4.980994037,2.494992193,2.043957705,1.717298683,1.542849089,2.071753309,1.757161147,1.809040676,1.524386298,1.895182772,1.499473773,1.70890182,2.049321543,1.733833106,1.074288219,1.442215693,1.77926561,1.512536708,1.363413974,1.361949104,1.302724093,1.270274107,1.727105566,1.872177029,
